Entity,Code,Year,Consumption of Ozone-Depleting Substances - All
Central Africa,,2010,210.1
Central Africa,,2011,214.05
Central Africa,,2012,184.6
Central Africa,,2013,176.65
Central African Republic,CAF,1989,26.6
Central African Republic,CAF,1991,42.8
Central African Republic,CAF,1992,44.5
Central African Republic,CAF,1993,32.2
Central African Republic,CAF,1994,32.2
Central African Republic,CAF,1995,28.2
Central African Republic,CAF,1996,6.5
Central African Republic,CAF,1997,0
Central African Republic,CAF,1998,7.3
Central African Republic,CAF,1999,1.5
Central African Republic,CAF,2000,4.5
Central African Republic,CAF,2001,4.2
Central African Republic,CAF,2002,4.6
Central African Republic,CAF,2003,4.3
Central African Republic,CAF,2004,4.1
Central African Republic,CAF,2005,2.9
Central African Republic,CAF,2006,2.3
Central African Republic,CAF,2007,1.6
Central African Republic,CAF,2008,6.7
Central African Republic,CAF,2009,11.9
Central African Republic,CAF,2010,12.1
Central African Republic,CAF,2011,12.02
Central African Republic,CAF,2012,11.83
Central Asia,,1989,5898.8
Central Asia,,1991,2615
Central Asia,,1993,4125.1
Central Asia,,1996,2166.2
Central Asia,,1997,1761.8
Central Asia,,1998,2262.2
Central Asia,,1999,1022.8
Central Asia,,2000,748.1
Central Asia,,2001,522.8
Central Asia,,2002,221.4
Central Asia,,2003,183.1
Central Asia,,2004,146.1
Central Asia,,2005,90.7
Central Asia,,2006,118.5
Central Asia,,2007,138.9
Central Asia,,2008,157.5
Central Asia,,2009,155.4
Central Asia,,2010,127.6
Central Asia,,2011,112.58
Central Asia,,2012,37.47
Central Asia,,2013,117.33
Central Europe,,1989,50352.1
Central Europe,,1991,20829.9
Central Europe,,1992,18247.9
Central Europe,,1993,17554.5
Central Europe,,1994,18364
Central Europe,,1995,12075.4
Central Europe,,1996,9574.7
Central Europe,,1997,8170.5
Central Europe,,1998,9457.6
Central Europe,,1999,4115.2
Central Europe,,2000,3474.3
Central Europe,,2001,2869.4
Central Europe,,2002,3355.5
Central Europe,,2003,3058
Chad,TCD,1989,24.1
Chad,TCD,1990,26.1
Chad,TCD,1991,28.5
Chad,TCD,1992,30.1
Chad,TCD,1993,31.5
Chad,TCD,1994,31.9
Chad,TCD,1995,33.2
Chad,TCD,1996,35
Chad,TCD,1997,36.3
Chad,TCD,1998,38.1
Chad,TCD,1999,37.6
Chad,TCD,2000,36.6
Chad,TCD,2001,31.8
Chad,TCD,2002,27.3
Chad,TCD,2003,22.9
Chad,TCD,2004,14.4
Chad,TCD,2005,11.6
Chad,TCD,2006,9.2
Chad,TCD,2007,5.2
Chad,TCD,2008,21.5
Chad,TCD,2009,26.9
Chad,TCD,2010,6.2
Chad,TCD,2011,17
Chad,TCD,2012,16.5
Chad,TCD,2013,15.2
Chile,CHL,1989,1298.3
Chile,CHL,1990,1015.5
Chile,CHL,1991,1049.8
Chile,CHL,1992,922.9
Chile,CHL,1993,1263.8
Chile,CHL,1994,1112.3
Chile,CHL,1995,1164.4
Chile,CHL,1996,1168.4
Chile,CHL,1997,856.8
Chile,CHL,1998,1089.4
Chile,CHL,1999,815.8
Chile,CHL,2000,880.9
Chile,CHL,2001,769.1
Chile,CHL,2002,591.9
Chile,CHL,2003,744.5
Chile,CHL,2004,572.5
Chile,CHL,2005,469.2
Chile,CHL,2006,435.1
Chile,CHL,2007,270.2
Chile,CHL,2008,304
Chile,CHL,2009,262.1
Chile,CHL,2010,261.7
Chile,CHL,2011,275.31
Chile,CHL,2012,272.38
Chile,CHL,2013,241.89
China,CHN,1989,84962
China,CHN,1990,59674
China,CHN,1991,70285.1
China,CHN,1992,102771.7
China,CHN,1993,113707.8
China,CHN,1994,92418.6
China,CHN,1995,110333.1
China,CHN,1996,82263.5
China,CHN,1997,90461.1
China,CHN,1998,166967.8
China,CHN,1999,100317.6
China,CHN,2000,90850.7
China,CHN,2001,66796.5
China,CHN,2002,47777.2
China,CHN,2003,56941.4
China,CHN,2004,35465.8
China,CHN,2005,31140.5
China,CHN,2006,30008.1
China,CHN,2007,25185.9
China,CHN,2008,17386.3
China,CHN,2009,20371.2
China,CHN,2010,21388.2
China,CHN,2011,21299.43
China,CHN,2012,21521.55
China,CHN,2013,15690.57
Colombia,COL,1989,1613.2
Colombia,COL,1990,2152.7
Colombia,COL,1991,1877.4
Colombia,COL,1992,66
Colombia,COL,1994,2224.1
Colombia,COL,1995,2685.7
Colombia,COL,1996,2837.2
Colombia,COL,1997,2223
Colombia,COL,1998,1262.8
Colombia,COL,1999,1021.9
Colombia,COL,2000,1155.8
Colombia,COL,2001,1275.9
Colombia,COL,2002,1002.2
Colombia,COL,2003,1168.7
Colombia,COL,2004,1023.9
Colombia,COL,2005,709.3
Colombia,COL,2006,821.6
Colombia,COL,2007,469.9
Colombia,COL,2008,414.8
Colombia,COL,2009,320.9
Colombia,COL,2010,241.5
Colombia,COL,2011,217.4
Colombia,COL,2012,285.5
Colombia,COL,2013,176.65
Colombia,COL,2014,153.23
Comoros,COM,1989,0.7
Comoros,COM,1991,1.3
Comoros,COM,1995,2.3
Comoros,COM,1996,2.3
Comoros,COM,1997,2.9
Comoros,COM,1998,3.6
Comoros,COM,1999,2.6
Comoros,COM,2000,2.8
Comoros,COM,2001,2
Comoros,COM,2002,1.9
Comoros,COM,2003,1.3
Comoros,COM,2004,1.2
Comoros,COM,2005,1
Comoros,COM,2006,0.9
Comoros,COM,2007,0.4
Comoros,COM,2008,0.1
Comoros,COM,2009,0.1
Comoros,COM,2010,0.1
Comoros,COM,2011,0.12
Comoros,COM,2012,0.11
Comoros,COM,2013,0.12
Comoros,COM,2014,0.14
Congo,COG,1989,7.9
Congo,COG,1991,82.4
Congo,COG,1994,27.7
Congo,COG,1995,21.1
Congo,COG,1996,18.9
Congo,COG,1997,16.3
Congo,COG,1998,15.1
Congo,COG,1999,16
Congo,COG,2000,29.1
Congo,COG,2001,15.8
Congo,COG,2002,11.2
Congo,COG,2003,13.1
Congo,COG,2004,11.2
Congo,COG,2005,10.7
Congo,COG,2006,10.9
Congo,COG,2007,9.7
Congo,COG,2008,10.3
Congo,COG,2009,9.88
Congo,COG,2010,10.6
Congo,COG,2011,10.56
Congo,COG,2012,9.87
Congo,COG,2013,9.35
Congo,COG,2014,8.72
Cook Islands,COK,1989,0.1
Cook Islands,COK,1991,0.1
Cook Islands,COK,1995,2.5
Cook Islands,COK,1996,1.7
Cook Islands,COK,1997,1.2
Cook Islands,COK,1998,0.5
Cook Islands,COK,1999,0
Cook Islands,COK,2000,0
Cook Islands,COK,2003,0
Cook Islands,COK,2004,0
Cook Islands,COK,2005,0
Cook Islands,COK,2006,0
Cook Islands,COK,2007,0
Cook Islands,COK,2008,0
Cook Islands,COK,2009,0
Cook Islands,COK,2010,0.1
Cook Islands,COK,2011,0.06
Cook Islands,COK,2012,0.04
Cook Islands,COK,2013,0.02
Cook Islands,COK,2014,0
Costa Rica,CRI,1989,350.4
Costa Rica,CRI,1991,549.3
Costa Rica,CRI,1992,489.6
Costa Rica,CRI,1993,221.5
Costa Rica,CRI,1994,488.3
Costa Rica,CRI,1995,410.7
Costa Rica,CRI,1996,780.1
Costa Rica,CRI,1997,504.1
Costa Rica,CRI,1998,238.6
Costa Rica,CRI,1999,610.4
Costa Rica,CRI,2000,504.5
Costa Rica,CRI,2001,542.2
Costa Rica,CRI,2002,425.4
Costa Rica,CRI,2003,492.2
Costa Rica,CRI,2004,409.1
Costa Rica,CRI,2005,364.4
Costa Rica,CRI,2006,317.2
Costa Rica,CRI,2007,281.8
Costa Rica,CRI,2008,237
Costa Rica,CRI,2009,211.5
Costa Rica,CRI,2010,180.9
Costa Rica,CRI,2011,127.85
Costa Rica,CRI,2012,106.3
Costa Rica,CRI,2013,12.6
Cote d'Ivoire,CIV,1989,187.7
Cote d'Ivoire,CIV,1991,276.5
Cote d'Ivoire,CIV,1993,223.3
Cote d'Ivoire,CIV,1994,355.2
Cote d'Ivoire,CIV,1995,371.5
Cote d'Ivoire,CIV,1996,394.5
Cote d'Ivoire,CIV,1997,157.7
Cote d'Ivoire,CIV,1998,288.2
Cote d'Ivoire,CIV,1999,174
Cote d'Ivoire,CIV,2000,225.4
Cote d'Ivoire,CIV,2001,173.4
Cote d'Ivoire,CIV,2002,121.2
Cote d'Ivoire,CIV,2003,104.6
Cote d'Ivoire,CIV,2004,122.3
Cote d'Ivoire,CIV,2005,116.2
Cote d'Ivoire,CIV,2006,135
Cote d'Ivoire,CIV,2007,103.3
Cote d'Ivoire,CIV,2008,77.3
Cote d'Ivoire,CIV,2009,73.7
Cote d'Ivoire,CIV,2010,65.9
Cote d'Ivoire,CIV,2011,59.32
Cote d'Ivoire,CIV,2012,56.65
Cote d'Ivoire,CIV,2013,54.2
Croatia,HRV,1989,933.3
Croatia,HRV,1990,928.4
Croatia,HRV,1991,790.8
Croatia,HRV,1992,882.9
Croatia,HRV,1993,848.5
Croatia,HRV,1994,590.6
Croatia,HRV,1995,438.3
Croatia,HRV,1996,248
Croatia,HRV,1997,314.3
Croatia,HRV,1998,120.1
Croatia,HRV,1999,169.9
Croatia,HRV,2000,188.3
Croatia,HRV,2001,142.5
Croatia,HRV,2002,172.3
Croatia,HRV,2003,98
Croatia,HRV,2004,87.3
Croatia,HRV,2005,54.2
Croatia,HRV,2006,-32.9
Croatia,HRV,2007,2.2
Croatia,HRV,2008,7.7
Croatia,HRV,2009,5
Croatia,HRV,2010,3.4
Croatia,HRV,2011,4.76
Croatia,HRV,2012,3.63
Cuba,CUB,1989,1060.7
Cuba,CUB,1990,978.3
Cuba,CUB,1991,397.1
Cuba,CUB,1992,167.5
Cuba,CUB,1993,127.2
Cuba,CUB,1994,177
Cuba,CUB,1995,606.7
Cuba,CUB,1996,749.7
Cuba,CUB,1997,685.2
Cuba,CUB,1998,611.7
Cuba,CUB,1999,645.3
Cuba,CUB,2000,571.7
Cuba,CUB,2001,530.6
Cuba,CUB,2002,518
Cuba,CUB,2003,508.4
Cuba,CUB,2004,471.8
Cuba,CUB,2005,241
Cuba,CUB,2006,266.1
Cuba,CUB,2007,103.5
Cuba,CUB,2008,87.7
Cuba,CUB,2009,11.7
Cuba,CUB,2010,22.1
Cuba,CUB,2011,14.26
Cuba,CUB,2012,15.2
Cuba,CUB,2013,12.19
Cuba,CUB,2014,13.8
Cyprus,CYP,1989,372.4
Cyprus,CYP,1990,266.4
Cyprus,CYP,1991,294.7
Cyprus,CYP,1992,336.4
Cyprus,CYP,1993,466.4
Cyprus,CYP,1994,212
Cyprus,CYP,1995,240.5
Cyprus,CYP,1996,208.9
Cyprus,CYP,1997,160.8
Cyprus,CYP,1998,130.3
Cyprus,CYP,1999,158.7
Cyprus,CYP,2000,294
Cyprus,CYP,2001,165.5
Cyprus,CYP,2002,135.9
Cyprus,CYP,2003,74.1
Czechia,CZE,1989,8592.4
Czechia,CZE,1991,6.5
Czechia,CZE,1993,102.6
Czechia,CZE,1994,555.7
Czechia,CZE,1995,441.5
Czechia,CZE,1996,55.4
Czechia,CZE,1997,23.2
Czechia,CZE,1998,14.3
Czechia,CZE,1999,-63.5
Czechia,CZE,2000,-68.1
Czechia,CZE,2001,10.6
Czechia,CZE,2002,146.2
Czechia,CZE,2003,93.4
Democratic Republic of Congo,COD,1989,21.6
Democratic Republic of Congo,COD,1991,17.7
Democratic Republic of Congo,COD,1995,1209.7
Democratic Republic of Congo,COD,1996,960.4
Democratic Republic of Congo,COD,1997,578
Democratic Republic of Congo,COD,1998,907.4
Democratic Republic of Congo,COD,1999,410.6
Democratic Republic of Congo,COD,2000,454.6
Democratic Republic of Congo,COD,2001,1151.2
Democratic Republic of Congo,COD,2002,1081.3
Democratic Republic of Congo,COD,2003,607.6
Democratic Republic of Congo,COD,2004,364.3
Democratic Republic of Congo,COD,2005,312.6
Democratic Republic of Congo,COD,2006,228.2
Democratic Republic of Congo,COD,2007,90.5
Democratic Republic of Congo,COD,2008,50.5
Democratic Republic of Congo,COD,2009,59.82
Democratic Republic of Congo,COD,2010,76.6
Democratic Republic of Congo,COD,2011,56.93
Democratic Republic of Congo,COD,2012,47.85
Democratic Republic of Congo,COD,2013,35.94
Djibouti,DJI,1989,22.3
Djibouti,DJI,1991,22.1
Djibouti,DJI,1995,22.7
Djibouti,DJI,1996,21.5
Djibouti,DJI,1997,18.9
Djibouti,DJI,1998,20.6
Djibouti,DJI,1999,20.6
Djibouti,DJI,2000,21.2
Djibouti,DJI,2001,18.5
Djibouti,DJI,2002,16.3
Djibouti,DJI,2003,12.6
Djibouti,DJI,2004,9.3
Djibouti,DJI,2005,7.7
Djibouti,DJI,2006,3.7
Djibouti,DJI,2007,2.8
Djibouti,DJI,2008,1.5
Djibouti,DJI,2009,1.2
Djibouti,DJI,2010,0.7
Djibouti,DJI,2011,0.66
Djibouti,DJI,2012,0.64
Djibouti,DJI,2013,0.62
Dominica,DMA,1989,0
Dominica,DMA,1991,3.3
Dominica,DMA,1993,1.5
Dominica,DMA,1994,1.5
Dominica,DMA,1995,1.1
Dominica,DMA,1996,1.8
Dominica,DMA,1997,1.8
Dominica,DMA,1998,2.3
Dominica,DMA,1999,1.2
Dominica,DMA,2000,2.3
Dominica,DMA,2001,1.7
Dominica,DMA,2002,3.1
Dominica,DMA,2003,1.5
Dominica,DMA,2004,1.1
Dominica,DMA,2005,1.9
Dominica,DMA,2006,0.6
Dominica,DMA,2007,0
Dominica,DMA,2008,0
Dominica,DMA,2009,0.4
Dominica,DMA,2010,0.4
Dominica,DMA,2011,0.16
Dominica,DMA,2012,0.01
Dominica,DMA,2013,0.09
Dominican Republic,DOM,1989,270.9
Dominican Republic,DOM,1991,33.9
Dominican Republic,DOM,1992,287.9
Dominican Republic,DOM,1993,426.7
Dominican Republic,DOM,1994,498.8
Dominican Republic,DOM,1995,837.9
Dominican Republic,DOM,1996,677.2
Dominican Republic,DOM,1997,614.4
Dominican Republic,DOM,1998,509.6
Dominican Republic,DOM,1999,877.7
Dominican Republic,DOM,2000,623.9
Dominican Republic,DOM,2001,650.8
Dominican Republic,DOM,2002,406.9
Dominican Republic,DOM,2003,322.8
Dominican Republic,DOM,2004,372.8
Dominican Republic,DOM,2005,262.1
Dominican Republic,DOM,2006,232.8
Dominican Republic,DOM,2007,74.4
Dominican Republic,DOM,2008,53.9
Dominican Republic,DOM,2009,76.8
Dominican Republic,DOM,2010,54.7
Dominican Republic,DOM,2011,50.61
Dominican Republic,DOM,2012,40.87
Dominican Republic,DOM,2013,34.78
Dominican Republic,DOM,2014,36.9
Eastern Africa,,1989,713.3
Eastern Africa,,1991,629.4
Eastern Africa,,1995,1044.5
Eastern Africa,,1996,887.3
Eastern Africa,,1997,1067.2
Eastern Africa,,1998,1070.1
Eastern Africa,,1999,675.4
Eastern Africa,,2000,714.5
Eastern Africa,,2001,642.4
Eastern Africa,,2002,643.4
Eastern Africa,,2003,524
Eastern Africa,,2004,411.7
Eastern Africa,,2005,470.7
Eastern Africa,,2006,288
Eastern Africa,,2007,213.9
Eastern Africa,,2008,122.1
Eastern Africa,,2009,126.35
Eastern Africa,,2010,126.42
Eastern Africa,,2011,123.31
Eastern Africa,,2012,83.13
Eastern Africa,,2013,63.59
Eastern Europe,,1989,227992.5
Eastern Europe,,1990,136383.2
Eastern Europe,,1991,57580.3
Eastern Europe,,1992,53539.9
Eastern Europe,,1993,32659.2
Eastern Europe,,1994,29389.9
Eastern Europe,,1995,25749.9
Eastern Europe,,1996,16935.6
Eastern Europe,,1997,12234
Eastern Europe,,1998,17153.6
Eastern Europe,,1999,16687.4
Eastern Europe,,2000,26809.4
Eastern Europe,,2001,2178.5
Eastern Europe,,2002,1320.9
Eastern Europe,,2003,1365.7
Eastern Europe,,2004,1479.6
Eastern Europe,,2005,1068.8
Eastern Europe,,2006,1379.1
Eastern Europe,,2007,1533.4
Eastern Europe,,2008,1560.9
Eastern Europe,,2009,1311.6
Eastern Europe,,2010,1152.7
Eastern Europe,,2011,1257.75
Eastern Europe,,2012,1074
Eastern Europe,,2013,911.48
Eastern Europe,,2014,693.99
Ecuador,ECU,1989,577.5
Ecuador,ECU,1990,648.6
Ecuador,ECU,1991,860.8
Ecuador,ECU,1992,477.1
Ecuador,ECU,1993,480.6
Ecuador,ECU,1994,298.1
Ecuador,ECU,1995,382.4
Ecuador,ECU,1996,351.7
Ecuador,ECU,1997,387.8
Ecuador,ECU,1998,365.9
Ecuador,ECU,1999,277.9
Ecuador,ECU,2000,354.9
Ecuador,ECU,2001,578.7
Ecuador,ECU,2002,273.4
Ecuador,ECU,2003,259.9
Ecuador,ECU,2004,167.4
Ecuador,ECU,2005,286.3
Ecuador,ECU,2006,114
Ecuador,ECU,2007,150.7
Ecuador,ECU,2008,79.8
Ecuador,ECU,2009,87.24
Ecuador,ECU,2010,62.04
Ecuador,ECU,2011,32.28
Ecuador,ECU,2012,33.76
Ecuador,ECU,2013,22.03
Ecuador,ECU,2014,21.48
Egypt,EGY,1989,4742.6
Egypt,EGY,1990,4426
Egypt,EGY,1991,3933
Egypt,EGY,1992,6276
Egypt,EGY,1993,6600
Egypt,EGY,1994,2737
Egypt,EGY,1995,2880.5
Egypt,EGY,1996,2944.9
Egypt,EGY,1997,2785
Egypt,EGY,1998,2816
Egypt,EGY,1999,2749.8
Egypt,EGY,2000,2746.3
Egypt,EGY,2001,2704.3
Egypt,EGY,2002,1944.1
Egypt,EGY,2003,1662.7
Egypt,EGY,2004,1644.2
Egypt,EGY,2005,1348.6
Egypt,EGY,2006,1091.6
Egypt,EGY,2007,860.8
Egypt,EGY,2008,726.2
Egypt,EGY,2009,789.5
Egypt,EGY,2010,705.6
Egypt,EGY,2011,488.78
Egypt,EGY,2012,630.18
Egypt,EGY,2013,352.2
Egypt,EGY,2014,326.29
El Salvador,SLV,1989,388.4
El Salvador,SLV,1991,425.7
El Salvador,SLV,1992,654.1
El Salvador,SLV,1993,481.7
El Salvador,SLV,1994,261.2
El Salvador,SLV,1995,336.4
El Salvador,SLV,1996,318.5
El Salvador,SLV,1997,284.7
El Salvador,SLV,1998,198.7
El Salvador,SLV,1999,114.7
El Salvador,SLV,2000,107.7
El Salvador,SLV,2001,121.2
El Salvador,SLV,2002,108.1
El Salvador,SLV,2003,105.2
El Salvador,SLV,2004,81.1
El Salvador,SLV,2005,138.7
El Salvador,SLV,2006,84.9
El Salvador,SLV,2007,51.4
El Salvador,SLV,2008,25.4
El Salvador,SLV,2009,11.9
El Salvador,SLV,2010,11.5
El Salvador,SLV,2011,9.55
El Salvador,SLV,2012,9.32
El Salvador,SLV,2013,8.08
El Salvador,SLV,2014,8.54
Equatorial Guinea,GNQ,1989,24
Equatorial Guinea,GNQ,1990,43.1
Equatorial Guinea,GNQ,1991,43.3
Equatorial Guinea,GNQ,1992,46
Equatorial Guinea,GNQ,1993,47.5
Equatorial Guinea,GNQ,1994,51.7
Equatorial Guinea,GNQ,1995,58.8
Equatorial Guinea,GNQ,1996,60.8
Equatorial Guinea,GNQ,1997,65
Equatorial Guinea,GNQ,1998,62.3
Equatorial Guinea,GNQ,1999,37.9
Equatorial Guinea,GNQ,2000,49.4
Equatorial Guinea,GNQ,2001,44.1
Equatorial Guinea,GNQ,2002,27.9
Equatorial Guinea,GNQ,2003,19.9
Equatorial Guinea,GNQ,2004,14.4
Equatorial Guinea,GNQ,2005,14.3
Equatorial Guinea,GNQ,2006,10.1
Equatorial Guinea,GNQ,2007,10.6
Equatorial Guinea,GNQ,2008,8.1
Equatorial Guinea,GNQ,2009,6.22
Equatorial Guinea,GNQ,2010,6.4
Equatorial Guinea,GNQ,2011,5.67
Equatorial Guinea,GNQ,2012,5.39
Equatorial Guinea,GNQ,2013,5.12
Equatorial Guinea,GNQ,2014,4.95
Eritrea,ERI,1989,7
Eritrea,ERI,1991,3.3
Eritrea,ERI,1995,54
Eritrea,ERI,1996,43.2
Eritrea,ERI,1997,42.7
Eritrea,ERI,1998,26.8
Eritrea,ERI,1999,26.5
Eritrea,ERI,2000,51.4
Eritrea,ERI,2005,31.3
Eritrea,ERI,2006,5.1
Eritrea,ERI,2007,4
Eritrea,ERI,2008,3.8
Eritrea,ERI,2009,3.15
Eritrea,ERI,2010,1.12
Eritrea,ERI,2011,0.96
Eritrea,ERI,2012,1.01
Eritrea,ERI,2013,1.02
Estonia,EST,1989,320.7
Estonia,EST,1991,0
Estonia,EST,1995,765
Estonia,EST,1996,-442
Estonia,EST,1997,56
Estonia,EST,1998,55.7
Estonia,EST,1999,57.8
Estonia,EST,2000,17
Estonia,EST,2001,1.3
Estonia,EST,2002,1.8
Estonia,EST,2003,3.8
Eswatini,SWZ,1989,12.9
Eswatini,SWZ,1991,0.8
Eswatini,SWZ,1993,97
Eswatini,SWZ,1994,94.6
Eswatini,SWZ,1995,36
Eswatini,SWZ,1996,23.8
Eswatini,SWZ,1997,17.8
Eswatini,SWZ,1998,3.7
Eswatini,SWZ,1999,3.5
Eswatini,SWZ,2000,1.3
Eswatini,SWZ,2001,2.1
Eswatini,SWZ,2002,2.4
Eswatini,SWZ,2003,2.2
Eswatini,SWZ,2004,3.5
Eswatini,SWZ,2005,6
Eswatini,SWZ,2006,1.2
Eswatini,SWZ,2007,5.6
Eswatini,SWZ,2008,8.6
Eswatini,SWZ,2009,9.5
Eswatini,SWZ,2010,5
Eswatini,SWZ,2011,3.14
Eswatini,SWZ,2012,3.74
Eswatini,SWZ,2013,1.18
Eswatini,SWZ,2014,1.47
Ethiopia,ETH,1989,35.4
Ethiopia,ETH,1991,12.6
Ethiopia,ETH,1995,48.6
Ethiopia,ETH,1996,47.7
Ethiopia,ETH,1997,50.7
Ethiopia,ETH,1998,61.8
Ethiopia,ETH,1999,56.2
Ethiopia,ETH,2000,58
Ethiopia,ETH,2001,54.7
Ethiopia,ETH,2002,86.6
Ethiopia,ETH,2003,39.7
Ethiopia,ETH,2004,23.7
Ethiopia,ETH,2005,22
Ethiopia,ETH,2006,13.1
Ethiopia,ETH,2007,5
Ethiopia,ETH,2008,4.3
Ethiopia,ETH,2009,2.1
Ethiopia,ETH,2010,11
Ethiopia,ETH,2011,11.28
Ethiopia,ETH,2012,10.8
Ethiopia,ETH,2013,5.46
Fiji,FJI,1989,40.4
Fiji,FJI,1990,41.8
Fiji,FJI,1991,55.2
Fiji,FJI,1992,9.8
Fiji,FJI,1993,8
Fiji,FJI,1994,0.9
Fiji,FJI,1995,62.7
Fiji,FJI,1996,29.8
Fiji,FJI,1997,13.7
Fiji,FJI,1998,15.5
Fiji,FJI,1999,11.4
Fiji,FJI,2000,2.5
Fiji,FJI,2001,2.5
Fiji,FJI,2002,5.3
Fiji,FJI,2003,1.6
Fiji,FJI,2004,5.5
Fiji,FJI,2005,6
Fiji,FJI,2006,5.4
Fiji,FJI,2007,4.5
Fiji,FJI,2008,4.8
Fiji,FJI,2009,7.6
Fiji,FJI,2010,9.2
Fiji,FJI,2011,14.46
Fiji,FJI,2012,14.47
Fiji,FJI,2013,7.67
Finland,FIN,1989,2969.3
Finland,FIN,1990,2615
Finland,FIN,1991,1718.3
Finland,FIN,1992,927.5
Finland,FIN,1993,1144
Finland,FIN,1994,593.4
Gabon,GAB,1989,13.9
Gabon,GAB,1991,10.4
Gabon,GAB,1993,14.2
Gabon,GAB,1994,13.6
Gabon,GAB,1995,9.3
Gabon,GAB,1996,13.5
Gabon,GAB,1997,14
Gabon,GAB,1998,14
Gabon,GAB,1999,9.7
Gabon,GAB,2000,16.2
Gabon,GAB,2001,8.4
Gabon,GAB,2002,6.9
Gabon,GAB,2003,6.9
Gabon,GAB,2004,6.2
Gabon,GAB,2005,3.6
Gabon,GAB,2006,4.5
Gabon,GAB,2007,4.1
Gabon,GAB,2008,5.2
Gabon,GAB,2009,29.7
Gabon,GAB,2010,30.6
Gabon,GAB,2011,45.95
Gabon,GAB,2012,30.25
Gabon,GAB,2013,28.6
Gambia,GMB,1989,6.7
Gambia,GMB,1990,15
Gambia,GMB,1991,11.6
Gambia,GMB,1992,12.4
Gambia,GMB,1993,21.4
Gambia,GMB,1994,23.1
Gambia,GMB,1995,24.7
Gambia,GMB,1996,21
Gambia,GMB,1997,28.4
Gambia,GMB,1998,11.1
Gambia,GMB,1999,7
Gambia,GMB,2000,6.2
Gambia,GMB,2001,5.9
Gambia,GMB,2002,4.9
Gambia,GMB,2003,5.3
Gambia,GMB,2004,0.2
Gambia,GMB,2005,0.9
Gambia,GMB,2006,1.1
Gambia,GMB,2007,0.7
Gambia,GMB,2008,0.5
Gambia,GMB,2009,1.6
Gambia,GMB,2010,1.5
Gambia,GMB,2011,0.98
Gambia,GMB,2012,1.91
Gambia,GMB,2013,0.86
Gambia,GMB,2014,0.77
Georgia,GEO,1989,773.2
Georgia,GEO,1991,94.8
Georgia,GEO,1994,53.2
Georgia,GEO,1995,77.8
Georgia,GEO,1996,79.6
Georgia,GEO,1997,86.7
Georgia,GEO,1998,69.9
Georgia,GEO,1999,62.9
Georgia,GEO,2000,65.9
Georgia,GEO,2001,68.1
Georgia,GEO,2002,64.3
Georgia,GEO,2003,61.1
Georgia,GEO,2004,55.8
Georgia,GEO,2005,34.4
Georgia,GEO,2006,14.6
Georgia,GEO,2007,6.3
Georgia,GEO,2008,5.9
Georgia,GEO,2009,4.6
Georgia,GEO,2010,5.9
Georgia,GEO,2011,4.31
Georgia,GEO,2012,2.66
Georgia,GEO,2013,1.38
Georgia,GEO,2014,0.1
Ghana,GHA,1989,106.9
Ghana,GHA,1990,114.7
Ghana,GHA,1991,107.2
Ghana,GHA,1992,78.2
Ghana,GHA,1993,28.2
Ghana,GHA,1994,46.7
Ghana,GHA,1995,48.6
Ghana,GHA,1996,15.7
Ghana,GHA,1997,51.5
Ghana,GHA,1998,55.1
Ghana,GHA,1999,54.7
Ghana,GHA,2000,56.7
Ghana,GHA,2001,41.1
Ghana,GHA,2002,24
Ghana,GHA,2003,37.7
Ghana,GHA,2004,47.5
Ghana,GHA,2005,25.2
Ghana,GHA,2006,34.2
Ghana,GHA,2007,23.6
Ghana,GHA,2008,21.6
Ghana,GHA,2009,80.7
Ghana,GHA,2010,37.2
Ghana,GHA,2011,30.71
Ghana,GHA,2012,27.19
Ghana,GHA,2013,25.39
Grenada,GRD,1989,4.1
Grenada,GRD,1991,0
Grenada,GRD,1993,4.1
Grenada,GRD,1994,4.1
Grenada,GRD,1995,6.9
Grenada,GRD,1996,5.1
Grenada,GRD,1997,6.9
Grenada,GRD,1998,4.2
Grenada,GRD,1999,3.1
Grenada,GRD,2000,3.1
Grenada,GRD,2001,1.3
Grenada,GRD,2002,2.3
Grenada,GRD,2003,2.3
Grenada,GRD,2004,2.4
Grenada,GRD,2005,0.7
Grenada,GRD,2006,0.3
Grenada,GRD,2007,0.2
Grenada,GRD,2008,0.5
Grenada,GRD,2009,0.8
Grenada,GRD,2010,0.8
Grenada,GRD,2011,0.18
Grenada,GRD,2012,0.26
Grenada,GRD,2013,0.33
Guatemala,GTM,1989,420.7
Guatemala,GTM,1990,360.9
Guatemala,GTM,1991,370.1
Guatemala,GTM,1992,370.1
Guatemala,GTM,1993,370.1
Guatemala,GTM,1994,344.2
Guatemala,GTM,1995,489.2
Guatemala,GTM,1996,505.6
Guatemala,GTM,1997,749.5
Guatemala,GTM,1998,789.8
Guatemala,GTM,1999,720.2
Guatemala,GTM,2000,891.1
Guatemala,GTM,2001,1055.4
Guatemala,GTM,2002,952.5
Guatemala,GTM,2003,677
Guatemala,GTM,2004,556.1
Guatemala,GTM,2005,586.9
Guatemala,GTM,2006,355.8
Guatemala,GTM,2007,302.9
Guatemala,GTM,2008,184.4
Guatemala,GTM,2009,249.3
Guatemala,GTM,2010,256.2
Guatemala,GTM,2011,221
Guatemala,GTM,2012,148.48
Guatemala,GTM,2013,249.98
Guatemala,GTM,2014,229.36
Guinea,GIN,1989,27.2
