Entity,Code,Year,"Transport (per capita) (CAIT, 2020)"
Colombia,COL,2006,0.49535890372908026
Colombia,COL,2007,0.5007087658329141
Colombia,COL,2008,0.5038978646480624
Colombia,COL,2009,0.46703910614525135
Colombia,COL,2010,0.4798443270017469
Colombia,COL,2011,0.5781486104723736
Colombia,COL,2012,0.6033509853285876
Colombia,COL,2013,0.5807076029680611
Colombia,COL,2014,0.5982796797819793
Colombia,COL,2015,0.6376128448475411
Colombia,COL,2016,0.6538661131292164
Congo,COG,1990,0.21213406873143828
Congo,COG,1991,0.2064409578860446
Congo,COG,1992,0.20080321285140562
Congo,COG,1993,0.1953125
Congo,COG,1994,0.11398176291793313
Congo,COG,1995,0.14771048744460857
Congo,COG,1996,0.10768126346015792
Congo,COG,1997,0.06975933031042902
Congo,COG,1998,0.1016260162601626
Congo,COG,1999,0.09874917709019092
Congo,COG,2000,0.12791813239526706
Congo,COG,2001,0.18645121193287753
Congo,COG,2002,0.12084592145015105
Congo,COG,2003,0.1761080129145876
Congo,COG,2004,0.1994301994301994
Congo,COG,2005,0.19321004692243995
Congo,COG,2006,0.24032042723631508
Congo,COG,2007,0.2579979360165119
Congo,COG,2008,0.2991772625280478
Congo,COG,2009,0.31363088057901084
Congo,COG,2010,0.35095928872250814
Congo,COG,2011,0.3640500568828214
Congo,COG,2012,0.35476718403547675
Congo,COG,2013,0.4109885355829548
Congo,COG,2014,0.4222081486172683
Congo,COG,2015,0.4324546952224053
Congo,COG,2016,0.4015257980325236
Costa Rica,CRI,1990,0.51298493106765
Costa Rica,CRI,1991,0.499687695190506
Costa Rica,CRI,1992,0.7301490721022208
Costa Rica,CRI,1993,0.7413997627520759
Costa Rica,CRI,1994,0.7516623301532235
Costa Rica,CRI,1995,0.7332205301748449
Costa Rica,CRI,1996,0.7158590308370044
Costa Rica,CRI,1997,0.7260016133369186
Costa Rica,CRI,1998,0.7886435331230284
Costa Rica,CRI,1999,0.797940797940798
Costa Rica,CRI,2000,0.757193336698637
Costa Rica,CRI,2001,0.7932573128408528
Costa Rica,CRI,2002,0.853450377956596
Costa Rica,CRI,2003,0.8645533141210375
Costa Rica,CRI,2004,0.8994082840236687
Costa Rica,CRI,2005,0.8866075594960335
Costa Rica,CRI,2006,0.9205983889528193
Costa Rica,CRI,2007,0.9761634506242904
Costa Rica,CRI,2008,0.9858839345731573
Costa Rica,CRI,2009,0.9732360097323602
Costa Rica,CRI,2010,1.0050251256281406
Costa Rica,CRI,2011,0.9928771854090223
Costa Rica,CRI,2012,1.023890784982935
Costa Rica,CRI,2013,1.0333192745676931
Costa Rica,CRI,2014,1.0427528675703859
Costa Rica,CRI,2015,1.0932343234323432
Costa Rica,CRI,2016,1.1635027556644215
Cote d'Ivoire,CIV,1990,0.10062893081761005
Cote d'Ivoire,CIV,1991,0.0970716712506067
Cote d'Ivoire,CIV,1992,0.08585700905401186
Cote d'Ivoire,CIV,1993,0.08288125376732972
Cote d'Ivoire,CIV,1994,0.0800873680378595
Cote d'Ivoire,CIV,1995,0.08450704225352113
Cote d'Ivoire,CIV,1996,0.08864643709512444
Cote d'Ivoire,CIV,1997,0.09252527922807481
Cote d'Ivoire,CIV,1998,0.07697735582782732
Cote d'Ivoire,CIV,1999,0.08731990270067985
Cote d'Ivoire,CIV,2000,0.07900334244910362
Cote d'Ivoire,CIV,2001,0.07713760161395597
Cote d'Ivoire,CIV,2002,0.08124419684308264
Cote d'Ivoire,CIV,2003,0.056818181818181816
Cote d'Ivoire,CIV,2004,0.061213132999443524
Cote d'Ivoire,CIV,2005,0.06537728139471534
Cote d'Ivoire,CIV,2006,0.0693148493735004
Cote d'Ivoire,CIV,2007,0.0678107558291169
Cote d'Ivoire,CIV,2008,0.08160767112108538
Cote d'Ivoire,CIV,2009,0.07976469415225086
Cote d'Ivoire,CIV,2010,0.07305313397944772
Cote d'Ivoire,CIV,2011,0.07608540586808693
Cote d'Ivoire,CIV,2012,0.11138441546386968
Cote d'Ivoire,CIV,2013,0.1131836291198841
Cote d'Ivoire,CIV,2014,0.11480042387848817
Cote d'Ivoire,CIV,2015,0.13777662963919746
Cote d'Ivoire,CIV,2016,0.1511144692104269
Croatia,HRV,1990,0.7537688442211055
Croatia,HRV,1991,0.588235294117647
Croatia,HRV,1992,0.5915909571096556
Croatia,HRV,1993,0.6172839506172839
Croatia,HRV,1994,0.6655216831258051
Croatia,HRV,1995,0.7147498375568551
Croatia,HRV,1996,0.7650273224043717
Croatia,HRV,1997,0.8605472197705207
Croatia,HRV,1998,0.91273374888691
Croatia,HRV,1999,0.9649910233393179
Croatia,HRV,2000,0.9710930442637759
Croatia,HRV,2001,0.9981851179673321
Croatia,HRV,2002,1.0691537761601457
Croatia,HRV,2003,1.161995898838004
Croatia,HRV,2004,1.208941605839416
Croatia,HRV,2005,1.2334399269072636
Croatia,HRV,2006,1.3269274765499885
Croatia,HRV,2007,1.3984410820724438
Croatia,HRV,2008,1.401332414426832
Croatia,HRV,2009,1.38217000691085
Croatia,HRV,2010,1.3401109057301295
Croatia,HRV,2011,1.3215859030837005
Croatia,HRV,2012,1.2802607076350092
Croatia,HRV,2013,1.3093289689034369
Croatia,HRV,2014,1.2922932330827068
Croatia,HRV,2015,1.3701866288684148
Croatia,HRV,2016,1.4492753623188406
Cuba,CUB,1990,0.4812682834764556
Cuba,CUB,1991,0.3466366872774967
Cuba,CUB,1992,0.24217585692995533
Cuba,CUB,1993,0.17610529242747242
Cuba,CUB,1994,0.175309097619487
Cuba,CUB,1995,0.18368846436443792
Cuba,CUB,1996,0.20111527561934364
Cuba,CUB,1997,0.25477707006369427
Cuba,CUB,1998,0.22646978893015673
Cuba,CUB,1999,0.21650879566982406
Cuba,CUB,2000,0.19773503505302895
Cuba,CUB,2001,0.19704433497536947
Cuba,CUB,2002,0.1875
Cuba,CUB,2003,0.1692047377326565
Cuba,CUB,2004,0.17777777777777778
Cuba,CUB,2005,0.16870893269401527
Cuba,CUB,2006,0.15984370837403428
Cuba,CUB,2007,0.15998577904186295
Cuba,CUB,2008,0.16018510278544096
Cuba,CUB,2009,0.1246993854101719
Cuba,CUB,2010,0.10689470871191875
Cuba,CUB,2011,0.1067900685236273
Cuba,CUB,2012,0.09771697610375767
Cuba,CUB,2013,0.10635469290082425
Cuba,CUB,2014,0.12381710444857166
Cuba,CUB,2015,0.1324503311258278
Cuba,CUB,2016,0.13233348037053375
Cyprus,CYP,1990,1.5645371577574967
Cyprus,CYP,1991,1.5325670498084292
Cyprus,CYP,1992,1.6229712858926344
Cyprus,CYP,1993,1.5873015873015872
Cyprus,CYP,1994,1.6726403823178015
Cyprus,CYP,1995,1.7543859649122808
Cyprus,CYP,1996,1.7182130584192439
Cyprus,CYP,1997,1.7957351290684627
Cyprus,CYP,1998,1.7601760176017602
Cyprus,CYP,1999,1.83585313174946
Cyprus,CYP,2000,1.8027571580063626
Cyprus,CYP,2001,1.875
Cyprus,CYP,2002,1.842374616171955
Cyprus,CYP,2003,1.9114688128772632
Cyprus,CYP,2004,1.9801980198019804
Cyprus,CYP,2005,1.9455252918287935
Cyprus,CYP,2006,1.9120458891013385
Cyprus,CYP,2007,1.9736842105263157
Cyprus,CYP,2008,2.033271719038817
Cyprus,CYP,2009,2.003642987249545
Cyprus,CYP,2010,1.9766397124887694
Cyprus,CYP,2011,1.9555555555555555
Cyprus,CYP,2012,1.7621145374449338
Cyprus,CYP,2013,1.5734265734265733
Cyprus,CYP,2014,1.4756944444444444
Cyprus,CYP,2015,1.550387596899225
Cyprus,CYP,2016,1.623931623931624
Czechia,CZE,1990,0.667246881346098
Czechia,CZE,1991,0.5992654165861203
Czechia,CZE,1992,0.7630638462281465
Czechia,CZE,1993,0.7722753161502076
Czechia,CZE,1994,0.8203841328057138
Czechia,CZE,1995,0.7047692604749951
Czechia,CZE,1996,0.9758454106280192
Czechia,CZE,1997,1.0059972915457536
Czechia,CZE,1998,1.036520391359101
Czechia,CZE,1999,1.1449640985833496
Czechia,CZE,2000,1.1565749829915444
Czechia,CZE,2001,1.2364910914224514
Czechia,CZE,2002,1.29730784237222
Czechia,CZE,2003,1.4747533938861217
Czechia,CZE,2004,1.543119445258326
Czechia,CZE,2005,1.6669916162994738
Czechia,CZE,2006,1.6991940965142247
Czechia,CZE,2007,1.7764047113342343
Czechia,CZE,2008,1.7553956834532374
Czechia,CZE,2009,1.6781083142639208
Czechia,CZE,2010,1.5754009680174623
Czechia,CZE,2011,1.5614649380145738
Czechia,CZE,2012,1.5215953123523298
Czechia,CZE,2013,1.5112874279777087
Czechia,CZE,2014,1.557926541403078
Czechia,CZE,2015,1.631921516838034
Czechia,CZE,2016,1.6950748658065733
Democratic Republic of Congo,COD,1990,0.017335028313879577
Democratic Republic of Congo,COD,1991,0.013924473654895844
Democratic Republic of Congo,COD,1992,0.010714094391171587
Democratic Republic of Congo,COD,1993,0.010305028854080791
Democratic Republic of Congo,COD,1994,0.01242143442724766
Democratic Republic of Congo,COD,1995,0.01202616894362132
Democratic Republic of Congo,COD,1996,0.011693991627101994
Democratic Republic of Congo,COD,1997,0.009126793985442765
Democratic Republic of Congo,COD,1998,0.011148272017837236
Democratic Republic of Congo,COD,1999,0.008710801393728223
Democratic Republic of Congo,COD,2000,0.016982974567995582
Democratic Republic of Congo,COD,2001,0.01238927089140804
Democratic Republic of Congo,COD,2002,0.014035931985883862
Democratic Republic of Congo,COD,2003,0.015556333372224168
Democratic Republic of Congo,COD,2004,0.016959053307957564
Democratic Republic of Congo,COD,2005,0.020078122147994017
Democratic Republic of Congo,COD,2006,0.021209657464031955
Democratic Republic of Congo,COD,2007,0.02223970985732371
Democratic Republic of Congo,COD,2008,0.02482991508169042
Democratic Republic of Congo,COD,2009,0.024019599993594775
Democratic Republic of Congo,COD,2010,0.02633046279660492
Democratic Republic of Congo,COD,2011,0.03145831772900907
Democratic Republic of Congo,COD,2012,0.030425522667014388
Democratic Republic of Congo,COD,2013,0.0462450426715621
Democratic Republic of Congo,COD,2014,0.061002887470006914
Democratic Republic of Congo,COD,2015,0.03541215817430651
Democratic Republic of Congo,COD,2016,0.02411504143979489
Denmark,DNK,1990,2.003501264345458
Denmark,DNK,1991,2.114451988360815
Denmark,DNK,1992,2.1075019334880123
Denmark,DNK,1993,2.1383163167019843
Denmark,DNK,1994,2.22606025714834
Denmark,DNK,1995,2.235811198165488
Denmark,DNK,1996,2.245480494766889
Denmark,DNK,1997,2.2546419098143238
Denmark,DNK,1998,2.2641509433962264
Denmark,DNK,1999,2.2547914317925595
Denmark,DNK,2000,2.2467702677401236
Denmark,DNK,2001,2.2583053378126166
Denmark,DNK,2002,2.270612320863577
Denmark,DNK,2003,2.35752738073139
Denmark,DNK,2004,2.424578937627244
Denmark,DNK,2005,2.4714127628181486
Denmark,DNK,2006,2.4981631153563555
Denmark,DNK,2007,2.577696526508227
Denmark,DNK,2008,2.5281920698435796
Denmark,DNK,2009,2.3887079261672093
Denmark,DNK,2010,2.34023402340234
Denmark,DNK,2011,2.274762672398352
Denmark,DNK,2012,2.0317234004633753
Denmark,DNK,2013,1.9865200425682867
Denmark,DNK,2014,1.9950564971751412
Denmark,DNK,2015,2.021444893654421
Denmark,DNK,2016,2.0661880581334264
Dominican Republic,DOM,1990,0.3224449740642086
Dominican Republic,DOM,1991,0.31636863823933975
Dominican Republic,DOM,1992,0.33747300215982723
Dominican Republic,DOM,1993,0.3578054598462762
Dominican Republic,DOM,1994,0.41644976574700676
Dominican Republic,DOM,1995,0.44762757385854973
Dominican Republic,DOM,1996,0.49038098830629945
Dominican Republic,DOM,1997,0.5566551212271154
Dominican Republic,DOM,1998,0.5965424884343804
Dominican Republic,DOM,1999,0.6232769986815294
Dominican Republic,DOM,2000,0.6256640302207531
Dominican Republic,DOM,2001,0.6163507384579602
Dominican Republic,DOM,2002,0.6532951289398281
Dominican Republic,DOM,2003,0.5875706214689266
Dominican Republic,DOM,2004,0.5905950523735235
Dominican Republic,DOM,2005,0.6045949214026602
Dominican Republic,DOM,2006,0.5965939906714395
Dominican Republic,DOM,2007,0.5889281507656067
Dominican Republic,DOM,2008,0.5286529921759356
Dominican Republic,DOM,2009,0.5534092095645818
Dominican Republic,DOM,2010,0.556988138215575
Dominican Republic,DOM,2011,0.5808621216753286
Dominican Republic,DOM,2012,0.6243077232907059
Dominican Republic,DOM,2013,0.5274681528662419
Dominican Republic,DOM,2014,0.4623708804722086
Dominican Republic,DOM,2015,0.5543668546975297
Dominican Republic,DOM,2016,0.5674168109251779
Ecuador,ECU,1990,0.7623888182973316
Ecuador,ECU,1991,0.7639419404125286
Ecuador,ECU,1992,0.7558790593505039
Ecuador,ECU,1993,0.7481069245506796
Ecuador,ECU,1994,0.7762312633832975
Ecuador,ECU,1995,0.7245744216499346
Ecuador,ECU,1996,0.863026574382637
Ecuador,ECU,1997,0.8953225671491926
Ecuador,ECU,1998,0.8198065256599443
Ecuador,ECU,1999,0.634946150136634
Ecuador,ECU,2000,0.6860657676839366
Ecuador,ECU,2001,0.6736353077816492
Ecuador,ECU,2002,0.6847751654873316
Ecuador,ECU,2003,0.6731488406881078
Ecuador,ECU,2004,0.6840247131509267
Ecuador,ECU,2005,0.7015767394763489
Ecuador,ECU,2006,0.7112881428266591
Ecuador,ECU,2007,0.6994474365251451
Ecuador,ECU,2008,0.6879471656576774
Ecuador,ECU,2009,0.7039393529172872
Ecuador,ECU,2010,0.8327226700419693
Ecuador,ECU,2011,0.8462345840986618
Ecuador,ECU,2012,0.8659687217267675
Ecuador,ECU,2013,0.910422104794041
Ecuador,ECU,2014,0.9653961885656971
Ecuador,ECU,2015,0.9930915371329879
Ecuador,ECU,2016,1.0126735795282276
Egypt,EGY,1990,0.28681369579933735
Egypt,EGY,1991,0.2942969090117544
Egypt,EGY,1992,0.29999829546423035
Egypt,EGY,1993,0.3056061188022912
Egypt,EGY,1994,0.32735367290821
Egypt,EGY,1995,0.3401033144030545
Egypt,EGY,1996,0.3537624602999906
Egypt,EGY,1997,0.3713863033964125
Egypt,EGY,1998,0.4033232628398791
Egypt,EGY,1999,0.4206410332365661
Egypt,EGY,2000,0.42422129242212925
Egypt,EGY,2001,0.4019785326358103
Egypt,EGY,2002,0.4056795131845842
Egypt,EGY,2003,0.4201796061846044
Egypt,EGY,2004,0.42199212640888745
Egypt,EGY,2005,0.40781738255389016
Egypt,EGY,2006,0.43577802638083096
Egypt,EGY,2007,0.4729522446057879
Egypt,EGY,2008,0.49098397709578584
Egypt,EGY,2009,0.5151907314968879
Egypt,EGY,2010,0.541317770447433
Egypt,EGY,2011,0.5536561416791871
Egypt,EGY,2012,0.5889704010552869
Egypt,EGY,2013,0.5814150783326735
Egypt,EGY,2014,0.5927564279789882
Egypt,EGY,2015,0.5949612193459753
Egypt,EGY,2016,0.5929251326140587
El Salvador,SLV,1990,0.24667931688804554
El Salvador,SLV,1991,0.26207412953949827
El Salvador,SLV,1992,0.29542097488921715
El Salvador,SLV,1993,0.30965391621129323
El Salvador,SLV,1994,0.3416037396619921
El Salvador,SLV,1995,0.37306804050453013
El Salvador,SLV,1996,0.36906854130052724
El Salvador,SLV,1997,0.3654716324399582
El Salvador,SLV,1998,0.39668851328044147
El Salvador,SLV,1999,0.4448246364414029
El Salvador,SLV,2000,0.42459239130434784
El Salvador,SLV,2001,0.42179854901299135
El Salvador,SLV,2002,0.4193223750419322
El Salvador,SLV,2003,0.4504504504504505
El Salvador,SLV,2004,0.4648074369189907
El Salvador,SLV,2005,0.5122273628552545
El Salvador,SLV,2006,0.4770521467346603
El Salvador,SLV,2007,0.5240746806419915
El Salvador,SLV,2008,0.48923679060665365
El Salvador,SLV,2009,0.5034101981162715
El Salvador,SLV,2010,0.4851228978007762
El Salvador,SLV,2011,0.49911447431975525
El Salvador,SLV,2012,0.43283103558832964
El Salvador,SLV,2013,0.4468560485157995
El Salvador,SLV,2014,0.44479745830023826
El Salvador,SLV,2015,0.5375494071146245
El Salvador,SLV,2016,0.5506607929515418
Eritrea,ERI,1992,0.04428697962798937
Eritrea,ERI,1993,0.08932559178204556
Eritrea,ERI,1994,0.13525698827772767
Eritrea,ERI,1995,0.13611615245009076
Eritrea,ERI,1996,0.18214936247723135
Eritrea,ERI,1997,0.18223234624145784
Eritrea,ERI,1998,0.09066183136899365
Eritrea,ERI,1999,0.0894054537326777
Eritrea,ERI,2000,0.08726003490401397
Eritrea,ERI,2001,0.08421052631578947
Eritrea,ERI,2002,0.12091898428053204
Eritrea,ERI,2003,0.11534025374855823
Eritrea,ERI,2004,0.07352941176470588
Eritrea,ERI,2005,0.07074637424831978
Eritrea,ERI,2006,0.034270047978067174
Eritrea,ERI,2007,0.0333667000333667
Eritrea,ERI,2008,0.0326477309826967
Eritrea,ERI,2009,0.032051282051282055
Eritrea,ERI,2010,0.03154574132492114
Eritrea,ERI,2011,0.062227753578095825
Eritrea,ERI,2012,0.06153846153846154
Eritrea,ERI,2013,0.0609570252971655
Eritrea,ERI,2014,0.06040471156750227
Eritrea,ERI,2015,0.05982650314089142
Eritrea,ERI,2016,0.05922416345869115
Estonia,EST,1990,1.5335463258785942
Estonia,EST,1991,1.4211886304909562
Estonia,EST,1992,0.7232084155161079
Estonia,EST,1993,0.8064516129032258
Estonia,EST,1994,0.9608785175017157
Estonia,EST,1995,0.9769713886950453
Estonia,EST,1996,1.0578279266572639
Estonia,EST,1997,1.1347517730496455
Estonia,EST,1998,1.209103840682788
Estonia,EST,1999,1.210826210826211
Estonia,EST,2000,1.1436740528949252
Estonia,EST,2001,1.4367816091954022
Estonia,EST,2002,1.5184381778741864
Estonia,EST,2003,1.4566642388929352
Estonia,EST,2004,1.466275659824047
Estonia,EST,2005,1.5486725663716816
Estonia,EST,2006,1.704966641957005
Estonia,EST,2007,1.7857142857142856
Estonia,EST,2008,1.791044776119403
Estonia,EST,2009,1.5718562874251498
Estonia,EST,2010,1.6516516516516517
Estonia,EST,2011,1.6566265060240966
Estonia,EST,2012,1.7384731670445956
Estonia,EST,2013,1.6679302501895377
Estonia,EST,2014,1.6717325227963526
Estonia,EST,2015,1.7490494296577945
Estonia,EST,2016,1.8223234624145785
Ethiopia,ETH,1990,0.018793852322084866
Ethiopia,ETH,1991,0.018141503729086877
Ethiopia,ETH,1992,0.013612321095208461
Ethiopia,ETH,1993,0.01688682077454218
Ethiopia,ETH,1994,0.01812217973577862
Ethiopia,ETH,1995,0.019282008133501612
Ethiopia,ETH,1996,0.02037905033625433
Ethiopia,ETH,1997,0.02141786249732277
Ethiopia,ETH,1998,0.02239713316695463
Ethiopia,ETH,1999,0.02331255925275477
Ethiopia,ETH,2000,0.024160060400151003
Ethiopia,ETH,2001,0.02934315350870758
Ethiopia,ETH,2002,0.029939266060277723
Ethiopia,ETH,2003,0.03048315805517452
Ethiopia,ETH,2004,0.030980603448275863
Ethiopia,ETH,2005,0.02881617897466796
Ethiopia,ETH,2006,0.02930346927594949
Ethiopia,ETH,2007,0.032228475097305205
Ethiopia,ETH,2008,0.031357036036470644
Ethiopia,ETH,2009,0.03285074031489781
Ethiopia,ETH,2010,0.03308991328160657
Ethiopia,ETH,2011,0.03328156201464389
Ethiopia,ETH,2012,0.036666774510121104
Ethiopia,ETH,2013,0.041934875138909276
Ethiopia,ETH,2014,0.0448549350622872
Ethiopia,ETH,2015,0.048594238111766754
Ethiopia,ETH,2016,0.05115681978321091
Finland,FIN,1990,2.341873498799039
Finland,FIN,1991,2.2713687985654514
Finland,FIN,1992,2.259663032705649
Finland,FIN,1993,2.1884858044164037
Finland,FIN,1994,2.2758485383558957
Finland,FIN,1995,2.226997460441493
Finland,FIN,1996,2.1607942378820324
Finland,FIN,1997,2.2709627329192545
Finland,FIN,1998,2.3044151820294347
Finland,FIN,1999,2.357032457496136
Finland,FIN,2000,2.2552043176561294
Finland,FIN,2001,2.2884615384615388
Finland,FIN,2002,2.3211202762324956
Finland,FIN,2003,2.3531662521522865
Finland,FIN,2004,2.4036627241510873
Finland,FIN,2005,2.3958927552766682
Finland,FIN,2006,2.4256206177752513
Finland,FIN,2007,2.4726311815779543
Finland,FIN,2008,2.3500658018424514
Finland,FIN,2009,2.2463496817671285
Finland,FIN,2010,2.3294819232202757
Finland,FIN,2011,2.282003710575139
Finland,FIN,2012,2.21606648199446
Finland,FIN,2013,2.1879021879021883
Finland,FIN,2014,1.977659769273027
Finland,FIN,2015,1.9886881955847473
Finland,FIN,2016,2.255365587486359
France,FRA,1990,2.0029293945329734
France,FRA,1991,2.0522191376462735
France,FRA,1992,2.089348522232138
France,FRA,1993,2.1004009063970717
France,FRA,1994,2.1081146786601144
France,FRA,1995,2.115843742431058
France,FRA,1996,2.10473695097566
France,FRA,1997,2.140121262087563
France,FRA,1998,2.20895215933201
France,FRA,1999,2.2059825565549196
France,FRA,2000,2.2451919003643144
France,FRA,2001,2.2598679779065063
France,FRA,2002,2.2423624232898014
France,FRA,2003,2.2040762132377347
France,FRA,2004,2.192823486770569
France,FRA,2005,2.1400523560209423
France,FRA,2006,2.1313954055504074
France,FRA,2007,2.1060628101310837
France,FRA,2008,1.998103168351846
France,FRA,2009,1.965048046943703
France,FRA,2010,1.9608778625954197
France,FRA,2011,1.9423618360697226
France,FRA,2012,1.9161789692278648
France,FRA,2013,1.8937615425548566
France,FRA,2014,1.8864691404181075
France,FRA,2015,1.8959551921555242
France,FRA,2016,1.8850126801509248
Gabon,GAB,1990,0.3161222339304531
Gabon,GAB,1991,0.4098360655737705
Gabon,GAB,1992,0.39880358923230314
Gabon,GAB,1993,0.3883495145631068
Gabon,GAB,1994,0.28382213812677387
Gabon,GAB,1995,0.27649769585253453
Gabon,GAB,1996,0.2695417789757413
Gabon,GAB,1997,0.35056967572305
Gabon,GAB,1998,0.3418803418803419
Gabon,GAB,1999,0.33361134278565474
Gabon,GAB,2000,0.24429967426710095
Gabon,GAB,2001,0.31796502384737685
Gabon,GAB,2002,0.3105590062111801
Gabon,GAB,2003,0.30303030303030304
Gabon,GAB,2004,0.29542097488921715
Gabon,GAB,2005,0.28756290438533433
Gabon,GAB,2006,0.27972027972027974
Gabon,GAB,2007,0.2715546503733876
Gabon,GAB,2008,0.2633311389071758
Gabon,GAB,2009,0.25493945188017847
Gabon,GAB,2010,0.3694581280788177
Gabon,GAB,2011,0.4154302670623145
Gabon,GAB,2012,0.45714285714285713
Gabon,GAB,2013,0.44028618602091363
Gabon,GAB,2014,0.4246284501061572
Gabon,GAB,2015,0.41067761806981523
Gabon,GAB,2016,0.39840637450199207
Georgia,GEO,1990,0.6839186691312386
Georgia,GEO,1991,0.5211241392145914
Georgia,GEO,1992,0.4336349924585219
Georgia,GEO,1993,0.3839508542906508
Georgia,GEO,1994,0.2942907592701589
Georgia,GEO,1995,0.20096463022508038
Georgia,GEO,1996,0.5157829585310502
Georgia,GEO,1997,0.4033970276008492
Georgia,GEO,1998,0.26229508196721313
Georgia,GEO,1999,0.24680278214045326
Georgia,GEO,2000,0.22925263640531865
Georgia,GEO,2001,0.27926460321154295
Georgia,GEO,2002,0.2817562808170932
Georgia,GEO,2003,0.2830856334041047
Georgia,GEO,2004,0.28395646000946523
Georgia,GEO,2005,0.35629453681710216
Georgia,GEO,2006,0.38186157517899766
Georgia,GEO,2007,0.503959683225342
Georgia,GEO,2008,0.41033067825247405
Georgia,GEO,2009,0.5341102209274096
Georgia,GEO,2010,0.5611124664552329
Georgia,GEO,2011,0.5635873560401862
Georgia,GEO,2012,0.6151574803149606
Georgia,GEO,2013,0.6915287725364286
Georgia,GEO,2014,0.8178438661710037
Georgia,GEO,2015,0.8946322067594434
Georgia,GEO,2016,1.0211706102117062
Germany,DEU,1990,2.0062235939990383
Germany,DEU,1991,2.0316765419984653
Germany,DEU,1992,2.0521991421032224
Germany,DEU,1993,2.0975021447487845
Germany,DEU,1994,2.0536167159452203
Germany,DEU,1995,2.069288504911325
Germany,DEU,1996,2.0793369730952733
Germany,DEU,1997,2.0860207127851695
Germany,DEU,1998,2.122771888013955
Germany,DEU,1999,2.1833149035508046
Germany,DEU,2000,2.131423446886402
Germany,DEU,2001,2.0809291133645984
Germany,DEU,2002,2.049426626602073
Germany,DEU,2003,2.009459161418384
Germany,DEU,2004,2.008671582196311
Germany,DEU,2005,1.9067926424273616
Germany,DEU,2006,1.8840828750981933
Germany,DEU,2007,1.8258323285513918
Germany,DEU,2008,1.8367749734784002
Germany,DEU,2009,1.8182941903584673
Germany,DEU,2010,1.832308510769916
Germany,DEU,2011,1.8539131295141982
Germany,DEU,2012,1.8339446482160722
Germany,DEU,2013,1.8774484440830808
Germany,DEU,2014,1.898096992019644
Germany,DEU,2015,1.926956606795701
Germany,DEU,2016,1.9587804462612846
Ghana,GHA,1990,0.10830569281797875
Ghana,GHA,1991,0.09863878477017163
Ghana,GHA,1992,0.11499393087587044
Ghana,GHA,1993,0.11175265412553548
Ghana,GHA,1994,0.11472044439077406
Ghana,GHA,1995,0.11755025273304337
Ghana,GHA,1996,0.12598064479184562
Ghana,GHA,1997,0.1284270478530348
Ghana,GHA,1998,0.15253036988614696
Ghana,GHA,1999,0.16478843291516054
Ghana,GHA,2000,0.1504227397686602
Ghana,GHA,2001,0.1467834185352027
Ghana,GHA,2002,0.16793440679640423
Ghana,GHA,2003,0.1493975903614458
Ghana,GHA,2004,0.16923655509590071
Ghana,GHA,2005,0.1650240660096264
Ghana,GHA,2006,0.1608650967424818
Ghana,GHA,2007,0.16547639784009752
Ghana,GHA,2008,0.15701918180274996
Ghana,GHA,2009,0.20685945968309133
Ghana,GHA,2010,0.20581113801452783
Ghana,GHA,2011,0.22451551914290216
Ghana,GHA,2012,0.261578704416064
Ghana,GHA,2013,0.27059530968129886
Ghana,GHA,2014,0.2681457537466941
Ghana,GHA,2015,0.28367266329132107
Ghana,GHA,2016,0.2563022259672776
Greece,GRC,1990,1.4766282026207704
Greece,GRC,1991,1.5414444983034414
Greece,GRC,1992,1.564299424184261
Greece,GRC,1993,1.5663565597114106
Greece,GRC,1994,1.5594175669328325
Greece,GRC,1995,1.5540666294435137
Greece,GRC,1996,1.5878877400295421
Greece,GRC,1997,1.6321291032459198
Greece,GRC,1998,1.7684594348222422
Greece,GRC,1999,1.7772941603191879
Greece,GRC,2000,1.7235156109005596
Greece,GRC,2001,1.7783366265493086
Greece,GRC,2002,1.7885888034340904
Greece,GRC,2003,1.871824583296194
Greece,GRC,2004,1.9047619047619047
Greece,GRC,2005,1.9420935412026727
Greece,GRC,2006,1.9937416182387127
Greece,GRC,2007,2.0593525179856114
Greece,GRC,2008,2.010869565217391
Greece,GRC,2009,2.2629801989232594
Greece,GRC,2010,2.020573108008817
Greece,GRC,2011,1.8099547511312217
Greece,GRC,2012,1.5211946943697243
Greece,GRC,2013,1.5175495763895355
Greece,GRC,2014,1.5232221287730119
Greece,GRC,2015,1.5666041275797373
Greece,GRC,2016,1.6203485633537447
Guatemala,GTM,1990,0.18350604490500863
Guatemala,GTM,1991,0.18981335020563112
Guatemala,GTM,1992,0.19569471624266144
Guatemala,GTM,1993,0.20122748767481638
Guatemala,GTM,1994,0.21627998427054662
Guatemala,GTM,1995,0.2594158339738663
Guatemala,GTM,1996,0.253592561284869
Guatemala,GTM,1997,0.2663482733284349
Guatemala,GTM,1998,0.30537093587210346
Guatemala,GTM,1999,0.31614999560902785
Guatemala,GTM,2000,0.3261522616084456
Guatemala,GTM,2001,0.3438155136268343
Guatemala,GTM,2002,0.36038987632074704
Guatemala,GTM,2003,0.392
Guatemala,GTM,2004,0.3672735797452528
Guatemala,GTM,2005,0.38943188759926695
Guatemala,GTM,2006,0.3881465999850713
Guatemala,GTM,2007,0.40145985401459855
Guatemala,GTM,2008,0.35698986148793377
Guatemala,GTM,2009,0.3911707180776753
Guatemala,GTM,2010,0.38961038961038963
