,Entity,Year,Food Emissions
856,Cambodia,2014,51565769.2
858,Cameroon,1990,130140425.5
859,Cameroon,1991,130139428.3
860,Cameroon,1992,130223761.8
861,Cameroon,1993,130518624.1
862,Cameroon,1994,134613913.1
863,Cameroon,1995,134486307.7
864,Cameroon,1996,129708505.1
865,Cameroon,1997,129646930.6
866,Cameroon,1998,131857347.6
867,Cameroon,1999,131827331.9
868,Cameroon,2000,132004513.2
869,Cameroon,2001,131825684.6
870,Cameroon,2002,130222841.2
871,Cameroon,2003,136607788.1
872,Cameroon,2004,134769652.29999998
873,Cameroon,2005,140172517.4
874,Cameroon,2006,132930035.5
875,Cameroon,2007,136351220.89999998
876,Cameroon,2008,137793802.2
877,Cameroon,2009,135005757.70000002
878,Cameroon,2010,133252883.8
879,Cameroon,2011,133900323.9
880,Cameroon,2012,133210599.1
881,Cameroon,2013,142338395.9
882,Cameroon,2014,136357187.0
884,Canada,1990,271183931.6
885,Canada,1991,271943213.3
886,Canada,1992,276314495.1
887,Canada,1993,278774776.90000004
888,Canada,1994,281330791.3
889,Canada,1995,285026664.90000004
890,Canada,1996,265416040.9
891,Canada,1997,249671622.3
892,Canada,1998,347841793.4
893,Canada,1999,285567238.6
894,Canada,2000,257022254.5
895,Canada,2001,244914583.0
896,Canada,2002,317005018.9
897,Canada,2003,319735451.5
898,Canada,2004,288791463.2
899,Canada,2005,302344750.6
900,Canada,2006,318961753.90000004
901,Canada,2007,305458693.0
902,Canada,2008,310382383.1
903,Canada,2009,265357908.6
904,Canada,2010,335494126.7
905,Canada,2011,285105577.1
906,Canada,2012,317844556.0
907,Canada,2013,376517117.9
908,Canada,2014,339823585.1
910,Cape Verde,1990,144063.0
911,Cape Verde,1991,154992.0
912,Cape Verde,1992,182226.0
913,Cape Verde,1993,184699.0
914,Cape Verde,1994,167848.0
915,Cape Verde,1995,196661.0
916,Cape Verde,1996,167185.0
917,Cape Verde,1997,182018.0
918,Cape Verde,1998,197945.0
919,Cape Verde,1999,203873.0
920,Cape Verde,2000,204601.0
921,Cape Verde,2001,207446.0
922,Cape Verde,2002,210256.0
923,Cape Verde,2003,212201.0
924,Cape Verde,2004,233187.0
925,Cape Verde,2005,234408.0
926,Cape Verde,2006,235971.0
927,Cape Verde,2007,241631.0
928,Cape Verde,2008,242688.0
929,Cape Verde,2009,255092.0
930,Cape Verde,2010,262341.0
931,Cape Verde,2011,256169.2
932,Cape Verde,2012,260664.0
933,Cape Verde,2013,285668.3
934,Cape Verde,2014,289933.2
936,Cayman Islands,1990,22028.0
937,Cayman Islands,1991,22332.1
938,Cayman Islands,1992,23269.2
939,Cayman Islands,1993,22430.7
940,Cayman Islands,1994,24032.6
941,Cayman Islands,1995,27427.0
942,Cayman Islands,1996,28218.8
943,Cayman Islands,1997,28897.3
944,Cayman Islands,1998,34227.2
945,Cayman Islands,1999,41842.1
946,Cayman Islands,2000,40611.9
947,Cayman Islands,2001,41565.1
948,Cayman Islands,2002,39977.4
949,Cayman Islands,2003,40379.0
950,Cayman Islands,2004,46225.7
951,Cayman Islands,2005,44007.1
952,Cayman Islands,2006,42054.7
953,Cayman Islands,2007,48051.7
954,Cayman Islands,2008,57608.9
955,Cayman Islands,2009,50939.7
956,Cayman Islands,2010,52607.7
957,Cayman Islands,2011,52363.9
958,Cayman Islands,2012,80499.7
959,Cayman Islands,2013,75806.9
960,Cayman Islands,2014,74889.7
962,Central African Republic,1990,12909580.4
963,Central African Republic,1991,13304156.3
964,Central African Republic,1992,13393465.9
965,Central African Republic,1993,13479859.4
966,Central African Republic,1994,13661176.6
967,Central African Republic,1995,13855987.6
968,Central African Republic,1996,15333730.5
969,Central African Republic,1997,18409324.8
970,Central African Republic,1998,21527335.2
971,Central African Republic,1999,20441894.9
972,Central African Republic,2000,19066096.8
973,Central African Republic,2001,15056922.7
974,Central African Republic,2002,14804935.3
975,Central African Republic,2003,15572406.9
976,Central African Republic,2004,15158326.5
977,Central African Republic,2005,15802346.3
978,Central African Republic,2006,15380349.9
979,Central African Republic,2007,15959757.1
980,Central African Republic,2008,16472801.7
981,Central African Republic,2009,16157872.2
982,Central African Republic,2010,16542858.7
983,Central African Republic,2011,17249715.5
984,Central African Republic,2012,17436500.1
985,Central African Republic,2013,17424967.4
986,Central African Republic,2014,17095749.900000002
988,Chad,1990,17536964.2
989,Chad,1991,17754278.8
990,Chad,1992,17908987.7
991,Chad,1993,18010840.6
992,Chad,1994,18137407.0
993,Chad,1995,18484146.4
994,Chad,1996,20349911.4
995,Chad,1997,22456419.9
996,Chad,1998,26140787.7
997,Chad,1999,26187805.8
998,Chad,2000,24060473.1
999,Chad,2001,20763530.5
1000,Chad,2002,21059609.7
1001,Chad,2003,21365883.9
1002,Chad,2004,21714382.8
1003,Chad,2005,22069360.5
1004,Chad,2006,40607096.7
1005,Chad,2007,41305085.8
1006,Chad,2008,41738088.8
1007,Chad,2009,42154852.5
1008,Chad,2010,42890062.4
1009,Chad,2011,43271051.5
1010,Chad,2012,44160205.9
1011,Chad,2013,44668414.3
1012,Chad,2014,46138122.9
1014,Chile,1990,20135345.4
1015,Chile,1991,20561045.4
1016,Chile,1992,21577445.4
1017,Chile,1993,22229745.4
1018,Chile,1994,23207745.4
1019,Chile,1995,23838663.0
1020,Chile,1996,24696394.7
1021,Chile,1997,25543191.9
1022,Chile,1998,25152676.6
1023,Chile,1999,25692250.9
1024,Chile,2000,26123863.2
1025,Chile,2001,25869177.5
1026,Chile,2002,26361431.4
1027,Chile,2003,26491510.8
1028,Chile,2004,27645903.5
1029,Chile,2005,27765615.700000003
1030,Chile,2006,35716999.0
1031,Chile,2007,36304551.3
1032,Chile,2008,37013407.4
1033,Chile,2009,36605021.7
1034,Chile,2010,35661712.5
1035,Chile,2011,29285791.3
1036,Chile,2012,29849729.8
1037,Chile,2013,28070001.3
1038,Chile,2014,28615048.1
1040,China,1990,1679160044.0
1041,China,1991,1691530044.0
1042,China,1992,1681000044.0
1043,China,1993,1673410044.0
1044,China,1994,1704920044.0
1045,China,1995,1827869024.0
1046,China,1996,1761449152.0
1047,China,1997,1767767219.0
1048,China,1998,1790135575.0
1049,China,1999,1771184801.0
1050,China,2000,1670960914.0
1051,China,2001,1683883648.0
1052,China,2002,1710772017.0
1053,China,2003,1775940711.0
1054,China,2004,1965117386.0
1055,China,2005,2069527393.0
1056,China,2006,2143294245.0
1057,China,2007,2199925208.0
1058,China,2008,2234671988.0
1059,China,2009,2287028414.0
1060,China,2010,2290354826.0
1061,China,2011,2366264058.0
1062,China,2012,2371181926.0
1063,China,2013,2409912699.0
1064,China,2014,2417725769.0
1066,Colombia,1990,233794300.2
1067,Colombia,1991,233642900.2
1068,Colombia,1992,235512700.2
1069,Colombia,1993,237951500.2
1070,Colombia,1994,238458700.2
1071,Colombia,1995,239386296.6
1072,Colombia,1996,237468628.4
1073,Colombia,1997,238682340.5
1074,Colombia,1998,239051699.6
1075,Colombia,1999,234880709.1
1076,Colombia,2000,236359668.8
1077,Colombia,2001,273198631.70000005
1078,Colombia,2002,273198846.9
1079,Colombia,2003,281994263.2
1080,Colombia,2004,282184765.7
1081,Colombia,2005,277027204.6
1082,Colombia,2006,269168379.8
1083,Colombia,2007,274007448.6
1084,Colombia,2008,273635692.0
1085,Colombia,2009,274343282.40000004
1086,Colombia,2010,276342772.5
1087,Colombia,2011,119970016.8
1088,Colombia,2012,115287192.6
1089,Colombia,2013,114055005.4
1090,Colombia,2014,117405331.4
1092,Comoros,1990,312124.0
1093,Comoros,1991,313288.0
1094,Comoros,1992,318204.7
1095,Comoros,1993,324625.3
1096,Comoros,1994,326614.8
1097,Comoros,1995,332639.10000000003
1098,Comoros,1996,333279.1
1099,Comoros,1997,337271.4
1100,Comoros,1998,345870.4
1101,Comoros,1999,354299.3
1102,Comoros,2000,341511.4
1103,Comoros,2001,378917.7
1104,Comoros,2002,385918.7
1105,Comoros,2003,380187.3
1106,Comoros,2004,383103.7
1107,Comoros,2005,452918.6
1108,Comoros,2006,406555.1
1109,Comoros,2007,401443.4
1110,Comoros,2008,420739.2
1111,Comoros,2009,422666.4
1112,Comoros,2010,433352.5
1113,Comoros,2011,474257.5
1114,Comoros,2012,482586.0
1115,Comoros,2013,492570.3
1116,Comoros,2014,503044.4
1118,Congo,1990,36085437.400000006
1119,Congo,1991,36112190.5
1120,Congo,1992,36132703.6
1121,Congo,1993,36189996.7
1122,Congo,1994,36183449.9
1123,Congo,1995,36459277.1
1124,Congo,1996,18565404.9
1125,Congo,1997,18725553.8
1126,Congo,1998,18635028.6
1127,Congo,1999,18918262.9
1128,Congo,2000,18092647.5
1129,Congo,2001,24246272.6
1130,Congo,2002,19688352.2
1131,Congo,2003,31393801.4
1132,Congo,2004,35812834.0
1133,Congo,2005,44902366.9
1134,Congo,2006,43270018.2
1135,Congo,2007,38566493.2
1136,Congo,2008,33063853.6
1137,Congo,2009,30691121.7
1138,Congo,2010,38185160.0
1139,Congo,2011,44971326.0
1140,Congo,2012,42774748.7
1141,Congo,2013,45257627.4
1142,Congo,2014,27119680.5
1144,Cook Islands,1990,13257.2
1145,Cook Islands,1991,12290.6
1146,Cook Islands,1992,13628.7
1147,Cook Islands,1993,14774.3
1148,Cook Islands,1994,14139.9
1149,Cook Islands,1995,14647.0
1150,Cook Islands,1996,15070.1
1151,Cook Islands,1997,15593.3
1152,Cook Islands,1998,16473.600000000002
1153,Cook Islands,1999,14574.2
1154,Cook Islands,2000,14352.2
1155,Cook Islands,2001,13561.2
1156,Cook Islands,2002,13211.6
1157,Cook Islands,2003,13195.3
1158,Cook Islands,2004,13862.9
1159,Cook Islands,2005,14869.6
1160,Cook Islands,2006,14473.5
1161,Cook Islands,2007,13990.6
1162,Cook Islands,2008,15021.7
1163,Cook Islands,2009,15443.9
1164,Cook Islands,2010,15949.499999999998
1165,Cook Islands,2011,19110.4
1166,Cook Islands,2012,23767.6
1167,Cook Islands,2013,17416.5
1168,Cook Islands,2014,14740.4
1170,Costa Rica,1990,13396593.0
1171,Costa Rica,1991,13471653.7
1172,Costa Rica,1992,13958604.6
1173,Costa Rica,1993,14003116.3
1174,Costa Rica,1994,13749849.1
1175,Costa Rica,1995,13294383.6
1176,Costa Rica,1996,13287573.1
1177,Costa Rica,1997,13361110.2
1178,Costa Rica,1998,13519169.9
1179,Costa Rica,1999,13377660.5
1180,Costa Rica,2000,13230203.3
1181,Costa Rica,2001,6724872.0
1182,Costa Rica,2002,6465457.1
1183,Costa Rica,2003,7506696.0
1184,Costa Rica,2004,6400925.3
1185,Costa Rica,2005,6501091.6
1186,Costa Rica,2006,6400659.4
1187,Costa Rica,2007,6878827.600000001
1188,Costa Rica,2008,7012790.7
1189,Costa Rica,2009,6998141.1
1190,Costa Rica,2010,7505900.5
1191,Costa Rica,2011,20901329.4
1192,Costa Rica,2012,20804641.6
1193,Costa Rica,2013,20942694.2
1194,Costa Rica,2014,20992229.6
1196,Cote d'Ivoire,1990,8972325.700000001
1197,Cote d'Ivoire,1991,9190593.7
1198,Cote d'Ivoire,1992,9357241.7
1199,Cote d'Ivoire,1993,9375889.6
1200,Cote d'Ivoire,1994,9651622.5
1201,Cote d'Ivoire,1995,10170681.1
1202,Cote d'Ivoire,1996,9947119.3
1203,Cote d'Ivoire,1997,10575245.8
1204,Cote d'Ivoire,1998,10926063.5
1205,Cote d'Ivoire,1999,11098619.3
1206,Cote d'Ivoire,2000,11050188.8
1207,Cote d'Ivoire,2001,11306132.0
1208,Cote d'Ivoire,2002,11223213.7
1209,Cote d'Ivoire,2003,11034165.2
1210,Cote d'Ivoire,2004,11350830.9
1211,Cote d'Ivoire,2005,11506370.1
1212,Cote d'Ivoire,2006,20835406.1
1213,Cote d'Ivoire,2007,21690874.3
1214,Cote d'Ivoire,2008,21155777.2
1215,Cote d'Ivoire,2009,22033023.4
1216,Cote d'Ivoire,2010,21587062.8
1217,Cote d'Ivoire,2011,15779217.2
1218,Cote d'Ivoire,2012,17368042.4
1219,Cote d'Ivoire,2013,17102910.0
1220,Cote d'Ivoire,2014,17472479.6
1222,Croatia,1990,11373789.5
1223,Croatia,1991,9220219.5
1224,Croatia,1992,8522629.5
1225,Croatia,1993,8183159.3
1226,Croatia,1994,7964526.1
1227,Croatia,1995,7822310.100000001
1228,Croatia,1996,7629927.9
1229,Croatia,1997,8163825.299999999
1230,Croatia,1998,7912441.699999999
1231,Croatia,1999,8275472.199999999
1232,Croatia,2000,8304106.7
1233,Croatia,2001,8214391.600000001
1234,Croatia,2002,8271625.399999999
1235,Croatia,2003,8349940.3
1236,Croatia,2004,9057943.9
1237,Croatia,2005,9073501.9
1238,Croatia,2006,9338576.6
1239,Croatia,2007,9617629.7
1240,Croatia,2008,9541829.1
1241,Croatia,2009,8853942.8
1242,Croatia,2010,8824238.299999999
1243,Croatia,2011,8643438.200000001
1244,Croatia,2012,8241335.7
1245,Croatia,2013,8192021.9
1246,Croatia,2014,8325258.699999999
1248,Cuba,1990,25371322.8
1249,Cuba,1991,24296821.7
1250,Cuba,1992,23583433.6
1251,Cuba,1993,20978168.4
1252,Cuba,1994,21672435.3
1253,Cuba,1995,20910542.8
1254,Cuba,1996,21956559.4
1255,Cuba,1997,21821489.3
1256,Cuba,1998,21438028.3
1257,Cuba,1999,20928860.0
1258,Cuba,2000,20817272.1
1259,Cuba,2001,19701598.4
1260,Cuba,2002,19811426.0
1261,Cuba,2003,19694694.6
1262,Cuba,2004,19280941.8
1263,Cuba,2005,18419422.7
1264,Cuba,2006,19023909.2
1265,Cuba,2007,19119926.1
1266,Cuba,2008,19515548.0
1267,Cuba,2009,20065506.4
1268,Cuba,2010,19868243.4
1269,Cuba,2011,20397361.0
1270,Cuba,2012,20375688.6
1271,Cuba,2013,20562386.8
1272,Cuba,2014,20547757.6
1274,Cyprus,1990,1277182.4
1275,Cyprus,1991,1645662.4
1276,Cyprus,1992,1580532.4
1277,Cyprus,1993,1651092.4
1278,Cyprus,1994,1694332.4
1279,Cyprus,1995,1719832.4
1280,Cyprus,1996,1840590.0
1281,Cyprus,1997,1785867.4
1282,Cyprus,1998,1838300.0
1283,Cyprus,1999,1902800.0
1284,Cyprus,2000,1952800.0
1285,Cyprus,2001,1967936.0
1286,Cyprus,2002,2057169.3
1287,Cyprus,2003,2155322.4000000004
1288,Cyprus,2004,2205515.3000000003
1289,Cyprus,2005,2266467.9
1290,Cyprus,2006,2305532.6
1291,Cyprus,2007,2363431.6
1292,Cyprus,2008,2389770.6
1293,Cyprus,2009,2327859.6
1294,Cyprus,2010,2445328.7
1295,Cyprus,2011,2335247.9000000004
1296,Cyprus,2012,2273741.8
1297,Cyprus,2013,2189865.6
1298,Cyprus,2014,2292009.6
1300,Czechia,1990,32170979.16
1301,Czechia,1991,29930650.360000003
1302,Czechia,1992,27141421.38
1303,Czechia,1993,28397458.5
1304,Czechia,1994,28181143.8
1305,Czechia,1995,28170142.8
1306,Czechia,1996,27074466.3
1307,Czechia,1997,25865851.9
1308,Czechia,1998,25168003.0
1309,Czechia,1999,24596135.1
1310,Czechia,2000,25399274.8
1311,Czechia,2001,25990790.1
1312,Czechia,2002,25072213.5
1313,Czechia,2003,25078480.6
1314,Czechia,2004,24922168.1
1315,Czechia,2005,24652496.3
1316,Czechia,2006,24550944.8
1317,Czechia,2007,24835881.8
1318,Czechia,2008,24588514.9
1319,Czechia,2009,22696599.9
1320,Czechia,2010,23683125.5
1321,Czechia,2011,23583527.2
1322,Czechia,2012,23174959.8
1323,Czechia,2013,23010735.2
1324,Czechia,2014,23253150.4
1326,Democratic Republic of Congo,1990,173505025.60000002
1327,Democratic Republic of Congo,1991,173404667.20000002
1328,Democratic Republic of Congo,1992,173920808.1
1329,Democratic Republic of Congo,1993,174029948.4
1330,Democratic Republic of Congo,1994,174745288.0
1331,Democratic Republic of Congo,1995,174408427.4
1332,Democratic Republic of Congo,1996,185247002.2
1333,Democratic Republic of Congo,1997,191237064.5
1334,Democratic Republic of Congo,1998,192138622.6
1335,Democratic Republic of Congo,1999,186539699.9
1336,Democratic Republic of Congo,2000,183260749.0
1337,Democratic Republic of Congo,2001,169685490.4
1338,Democratic Republic of Congo,2002,168809463.1
1339,Democratic Republic of Congo,2003,172908696.8
1340,Democratic Republic of Congo,2004,175464110.2
1341,Democratic Republic of Congo,2005,177929433.9
1342,Democratic Republic of Congo,2006,174077586.5
1343,Democratic Republic of Congo,2007,176496604.5
1344,Democratic Republic of Congo,2008,176429006.4
1345,Democratic Republic of Congo,2009,177243060.1
1346,Democratic Republic of Congo,2010,176950365.5
1347,Democratic Republic of Congo,2011,181000441.1
1348,Democratic Republic of Congo,2012,180300528.2
1349,Democratic Republic of Congo,2013,185759577.0
1350,Democratic Republic of Congo,2014,181444001.6
1352,Denmark,1990,25277293.1
1353,Denmark,1991,26342193.1
1354,Denmark,1992,25474793.1
1355,Denmark,1993,25748993.1
1356,Denmark,1994,25849867.4
1357,Denmark,1995,25692541.1
1358,Denmark,1996,26095016.9
1359,Denmark,1997,25732243.1
1360,Denmark,1998,25345161.3
1361,Denmark,1999,24840193.4
1362,Denmark,2000,24540285.0
1363,Denmark,2001,26082263.7
1364,Denmark,2002,25625047.3
1365,Denmark,2003,26005050.8
1366,Denmark,2004,25282917.0
1367,Denmark,2005,24855225.9
1368,Denmark,2006,24178100.6
1369,Denmark,2007,23960796.3
1370,Denmark,2008,23154712.4
1371,Denmark,2009,22454619.9
1372,Denmark,2010,22868488.6
1373,Denmark,2011,22234653.9
1374,Denmark,2012,21526608.8
1375,Denmark,2013,21475185.8
1376,Denmark,2014,21168293.9
1378,Djibouti,1990,839267.0
1379,Djibouti,1991,856943.0
1380,Djibouti,1992,870085.0
1381,Djibouti,1993,897604.0
1382,Djibouti,1994,901255.0
1383,Djibouti,1995,979585.0
1384,Djibouti,1996,1006360.0
1385,Djibouti,1997,1027690.0
1386,Djibouti,1998,1038361.9
1387,Djibouti,1999,1074120.0
1388,Djibouti,2000,1081180.0
1389,Djibouti,2001,1091120.0
1390,Djibouti,2002,1095110.0
1391,Djibouti,2003,1113180.0
1392,Djibouti,2004,1134200.0
1393,Djibouti,2005,1139680.0
1394,Djibouti,2006,1139340.0
1395,Djibouti,2007,1148600.0
1396,Djibouti,2008,1136960.0
1397,Djibouti,2009,1125610.0
1398,Djibouti,2010,1118550.0
1399,Djibouti,2011,1147640.0
1400,Djibouti,2012,1167730.0
1401,Djibouti,2013,1154850.0
1402,Djibouti,2014,1173600.0
1404,Dominica,1990,154254.40000000002
1405,Dominica,1991,154747.69999999998
1406,Dominica,1992,155897.80000000002
1407,Dominica,1993,156944.5
1408,Dominica,1994,158286.19999999998
1409,Dominica,1995,158074.1
1410,Dominica,1996,159146.3
1411,Dominica,1997,161417.4
1412,Dominica,1998,163386.9
1413,Dominica,1999,165869.19999999998
1414,Dominica,2000,166615.0
1415,Dominica,2001,164588.0
1416,Dominica,2002,167919.5
1417,Dominica,2003,168772.8
1418,Dominica,2004,169766.5
1419,Dominica,2005,165906.2
1420,Dominica,2006,169281.90000000002
1421,Dominica,2007,166696.6
1422,Dominica,2008,164833.9
1423,Dominica,2009,162683.8
1424,Dominica,2010,160932.2
1425,Dominica,2011,158929.7
1426,Dominica,2012,165786.1
1427,Dominica,2013,164418.0
1428,Dominica,2014,163790.9
1430,Dominican Republic,1990,9887072.0
1431,Dominican Republic,1991,10447582.0
1432,Dominican Republic,1992,10227782.0
1433,Dominican Republic,1993,10591982.0
1434,Dominican Republic,1994,10758582.0
1435,Dominican Republic,1995,10984382.0
1436,Dominican Republic,1996,11372355.8
1437,Dominican Republic,1997,11659306.1
1438,Dominican Republic,1998,12062052.9
1439,Dominican Republic,1999,11340204.1
1440,Dominican Republic,2000,11158257.8
1441,Dominican Republic,2001,11613008.5
1442,Dominican Republic,2002,12552427.9
1443,Dominican Republic,2003,12166214.7
1444,Dominican Republic,2004,12515680.8
1445,Dominican Republic,2005,12790181.9
1446,Dominican Republic,2006,13074193.9
1447,Dominican Republic,2007,14040111.1
1448,Dominican Republic,2008,14340321.5
1449,Dominican Republic,2009,14913358.2
1450,Dominican Republic,2010,15435677.9
1451,Dominican Republic,2011,15343199.8
1452,Dominican Republic,2012,15528516.4
1453,Dominican Republic,2013,15759959.5
1454,Dominican Republic,2014,15814401.2
1456,Ecuador,1990,59374960.8
1457,Ecuador,1991,59105262.0
1458,Ecuador,1992,60643038.6
1459,Ecuador,1993,61930286.5
1460,Ecuador,1994,62781401.4
1461,Ecuador,1995,63376678.8
1462,Ecuador,1996,64047913.2
1463,Ecuador,1997,64402223.50000001
1464,Ecuador,1998,62758996.8
1465,Ecuador,1999,62306771.400000006
1466,Ecuador,2000,60470404.0
1467,Ecuador,2001,55985640.3
1468,Ecuador,2002,56539672.8
1469,Ecuador,2003,57619497.8
1470,Ecuador,2004,58986029.0
1471,Ecuador,2005,57538637.9
1472,Ecuador,2006,57990336.2
1473,Ecuador,2007,57669628.3
1474,Ecuador,2008,57566026.2
1475,Ecuador,2009,58960137.8
1476,Ecuador,2010,59930321.900000006
1477,Ecuador,2011,59982640.4
1478,Ecuador,2012,60184682.3
1479,Ecuador,2013,60553581.6
1480,Ecuador,2014,59781852.3
1482,Egypt,1990,40571146.1
1483,Egypt,1991,42613246.1
1484,Egypt,1992,44315946.1
1485,Egypt,1993,45358246.1
1486,Egypt,1994,45900546.1
1487,Egypt,1995,47909746.1
1488,Egypt,1996,48994795.8
1489,Egypt,1997,50343584.3
1490,Egypt,1998,49908995.8
1491,Egypt,1999,52146996.9
1492,Egypt,2000,53379100.0
1493,Egypt,2001,54293491.8
1494,Egypt,2002,56818100.0
1495,Egypt,2003,57774400.0
1496,Egypt,2004,62998000.0
1497,Egypt,2005,67757900.0
1498,Egypt,2006,69812900.0
1499,Egypt,2007,71841900.0
1500,Egypt,2008,74506400.0
1501,Egypt,2009,74031700.0
1502,Egypt,2010,77404700.0
1503,Egypt,2011,81409700.0
1504,Egypt,2012,83006900.0
1505,Egypt,2013,75989300.0
1506,Egypt,2014,76574000.0
1508,El Salvador,1990,5635412.8
1509,El Salvador,1991,5856924.1
1510,El Salvador,1992,5959546.5
1511,El Salvador,1993,5840178.899999999
1512,El Salvador,1994,5995420.1
1513,El Salvador,1995,5716509.0
1514,El Salvador,1996,6157940.3
1515,El Salvador,1997,6418279.7
1516,El Salvador,1998,6012125.6
1517,El Salvador,1999,6141335.899999999
1518,El Salvador,2000,5964345.7
1519,El Salvador,2001,6325562.1
1520,El Salvador,2002,6421470.1
1521,El Salvador,2003,6306165.3
1522,El Salvador,2004,6550818.0
1523,El Salvador,2005,6623470.4
1524,El Salvador,2006,6750138.8
1525,El Salvador,2007,6774605.0
1526,El Salvador,2008,6714915.600000001
1527,El Salvador,2009,6646079.2
1528,El Salvador,2010,6469576.4
1529,El Salvador,2011,6217118.9
1530,El Salvador,2012,6511435.9
1531,El Salvador,2013,6240233.800000001
1532,El Salvador,2014,6521872.100000001
1534,Equatorial Guinea,1990,5445907.6
1535,Equatorial Guinea,1991,5449352.4
1536,Equatorial Guinea,1992,5452451.3
1537,Equatorial Guinea,1993,5455642.9
1538,Equatorial Guinea,1994,5756005.899999999
1539,Equatorial Guinea,1995,5875042.6
1540,Equatorial Guinea,1996,5884442.899999999
1541,Equatorial Guinea,1997,6014608.100000001
1542,Equatorial Guinea,1998,6078760.100000001
1543,Equatorial Guinea,1999,6070568.1
1544,Equatorial Guinea,2000,6026251.8
1545,Equatorial Guinea,2001,6052509.6
1546,Equatorial Guinea,2002,5914692.3
1547,Equatorial Guinea,2003,5962485.6
1548,Equatorial Guinea,2004,6044909.5
1549,Equatorial Guinea,2005,6045292.800000001
1550,Equatorial Guinea,2006,6119533.3
1551,Equatorial Guinea,2007,6177313.2
1552,Equatorial Guinea,2008,6253054.6
1553,Equatorial Guinea,2009,6185470.0
1554,Equatorial Guinea,2010,6240966.7
1555,Equatorial Guinea,2011,6183816.5
1556,Equatorial Guinea,2012,6012295.7
1557,Equatorial Guinea,2013,6045366.5
1558,Equatorial Guinea,2014,6041398.8
1560,Eritrea,1990,3115740.0
1561,Eritrea,1991,3125870.0
1562,Eritrea,1992,3184930.0
1563,Eritrea,1993,4606330.800000001
1564,Eritrea,1994,4686329.6
1565,Eritrea,1995,4738986.5
1566,Eritrea,1996,5111034.7
1567,Eritrea,1997,5561564.0
1568,Eritrea,1998,5807555.2
1569,Eritrea,1999,5885456.399999999
1570,Eritrea,2000,6009035.199999999
1571,Eritrea,2001,5847610.600000001
1572,Eritrea,2002,5806435.1
1573,Eritrea,2003,5946249.5
1574,Eritrea,2004,6016023.8
1575,Eritrea,2005,6089428.100000001
1576,Eritrea,2006,5933444.5
1577,Eritrea,2007,6183070.899999999
1578,Eritrea,2008,6175855.2
1579,Eritrea,2009,6343493.1
1580,Eritrea,2010,6133899.0
1581,Eritrea,2011,6303207.300000001
1582,Eritrea,2012,6348929.0
1583,Eritrea,2013,6406460.100000001
1584,Eritrea,2014,6445080.800000001
1586,Estonia,1990,8529310.0
1587,Estonia,1991,8548780.0
1588,Estonia,1992,8668437.600000001
1589,Estonia,1993,7722827.6
1590,Estonia,1994,6798663.699999999
1591,Estonia,1995,6332611.6
1592,Estonia,1996,6333324.5
1593,Estonia,1997,6047250.0
1594,Estonia,1998,6092372.9
1595,Estonia,1999,5804494.3
1596,Estonia,2000,5881966.9
1597,Estonia,2001,6228316.399999999
1598,Estonia,2002,6283665.5
1599,Estonia,2003,6115610.7
1600,Estonia,2004,6413525.0
1601,Estonia,2005,6311364.600000001
1602,Estonia,2006,7376733.0
1603,Estonia,2007,7658968.899999999
1604,Estonia,2008,7652964.800000001
1605,Estonia,2009,7073281.0
1606,Estonia,2010,7216364.0
1607,Estonia,2011,6498573.9
1608,Estonia,2012,6756300.0
1609,Estonia,2013,7117226.3
1610,Estonia,2014,7042341.1
1612,Ethiopia,1990,85867838.8
1613,Ethiopia,1991,86171028.6
1614,Ethiopia,1992,87589916.7
1615,Ethiopia,1993,84928775.2
1616,Ethiopia,1994,85708600.0
1617,Ethiopia,1995,86273496.0
1618,Ethiopia,1996,82580853.1
1619,Ethiopia,1997,84202361.7
1620,Ethiopia,1998,91948620.2
1621,Ethiopia,1999,92089173.4
1622,Ethiopia,2000,84572447.9
1623,Ethiopia,2001,94635951.4
1624,Ethiopia,2002,110554068.4
1625,Ethiopia,2003,106745255.1
1626,Ethiopia,2004,107559184.3
1627,Ethiopia,2005,101413784.2
1628,Ethiopia,2006,114705106.9
1629,Ethiopia,2007,112884019.9
1630,Ethiopia,2008,125275076.6
1631,Ethiopia,2009,127356233.2
1632,Ethiopia,2010,132122806.4
1633,Ethiopia,2011,123316705.2
1634,Ethiopia,2012,135163950.2
1635,Ethiopia,2013,142453045.8
1636,Ethiopia,2014,134811533.5
1638,Falkland Islands,1990,337424.1
1639,Falkland Islands,1991,335778.10000000003
1640,Falkland Islands,1992,329822.10000000003
1641,Falkland Islands,1993,329902.1
1642,Falkland Islands,1994,415133.3
1643,Falkland Islands,1995,414088.3000000001
1644,Falkland Islands,1996,418187.6
1645,Falkland Islands,1997,427847.1
1646,Falkland Islands,1998,423560.7
1647,Falkland Islands,1999,423040.3
1648,Falkland Islands,2000,408017.4
1649,Falkland Islands,2001,609980.2
1650,Falkland Islands,2002,491949.5
1651,Falkland Islands,2003,400649.0
1652,Falkland Islands,2004,455563.8000000001
1653,Falkland Islands,2005,399666.8
1654,Falkland Islands,2006,399269.6
1655,Falkland Islands,2007,401912.4
1656,Falkland Islands,2008,403949.1
1657,Falkland Islands,2009,402024.4
1658,Falkland Islands,2010,402372.3
1659,Falkland Islands,2011,402331.3
1660,Falkland Islands,2012,563319.9
1661,Falkland Islands,2013,403906.2
1662,Falkland Islands,2014,403833.2
